track_id,caption
00289f72-fbb5-49fb-9e6e-d062b5eecae7,A Orchestral Alternative Uplifting composition that conveys calm and pleasant through its restrained power character.
003d0ee0-728d-42a5-9b90-ddfacb4e2817,A Pop composition that conveys dynamic and neutral through its vigorous power character.
0071c830-64a6-4254-be3a-1cfd0611948d,This Pop song is characterized by vigorous power. The dynamic and neutral quality creates a versatile experience.
00ab8ae8-04c7-4bb0-afcd-03c76096c5df,"A track featuring steady intensity with subdued and introspective, creating a thoughtful atmosphere."
00d81f29-74e0-4a2b-a03c-7cba1dc36ae4,"This Andy Winehouse, True King Bass, Tragic Magic Cello song is characterized by intense energy. The dynamic and neutral quality creates a versatile experience."
010d2929-8745-4bf9-8d17-e6c32e190e53,"This Male Vocal, Hip Hop Techno song is characterized by vigorous power. The dark and aggressive quality creates a powerful experience."
0146e85d-d3dc-4804-8ae2-47fdbf297a1f,"This Pop-Rock piece exhibits intense energy and complex tonality, evoking a dynamic and neutral feeling."
01655156-ad80-4662-b8aa-a008c6ee0dd5,"This piece exhibits restrained power and dynamic tonality, evoking a calm and pleasant feeling."
02352df2-76ad-4e9c-b289-d1c5e3ddd408,"A Emotional, Electric, Alternative Rock track featuring balanced dynamics with ambient and atmospheric, creating a ethereal atmosphere."
025cb6c3-6d26-4304-9005-0d36e248c9a1,"This Female Vocals, Pop, Rock song is characterized by strong intensity. The dynamic and neutral quality creates a balanced experience."
029faa4b-4007-42d7-84dc-23bc23a36094,"This City-Pop, Pop piece exhibits intense energy and mixed consonance, evoking a uplifting and energetic feeling."
02e9e85a-c066-4b39-a0d8-1ed40a4d47e7,"This Jazz, R&B, Clapping song is characterized by vigorous power. The dynamic and neutral quality creates a versatile experience."
03354439-084c-4793-a44d-ed929caa8b40,"This Rock piece exhibits moderate energy and high tension, evoking a ambient and atmospheric feeling."
03dc40ef-e9cc-4003-8fd0-1743c2f8956d,"This piece exhibits strong intensity and high tension, evoking a dark and aggressive feeling."
03f7caf5-daa6-49ea-8160-f3bd53de6572,"This Powerful Electric Rock piece exhibits strong intensity and dissonant harmonic content, evoking a dark and aggressive feeling."
0421b0dd-6c18-47b6-8690-b04cfd77b8f1,"This Vulnerable Female Vocals, Honest, Breathless song is characterized by intense energy. The dynamic and neutral quality creates a multifaceted experience."
04a59171-94e9-4ee2-8781-c8ad67156d87,"This Hip-Hop, Latin Percussion, Mariachi Trumpets song is characterized by strong intensity. The dark and aggressive quality creates a powerful experience."
04f53d30-d1a2-4b29-b938-a1b0aad7483c,"A track featuring strong intensity with dynamic and neutral, creating a adaptive atmosphere."
