track_id,caption
000ad05f-74ab-47b4-acad-6263ceb2ab2e,"This piece exhibits high energy and powerful dynamics and unstable structure, evoking a dynamic and neutral feeling."
0011803a-4c19-410d-973c-025278461698,"A track featuring strong intensity with dark and aggressive, creating a commanding atmosphere."
00132ad7-d582-4d41-a516-ef8bf4609a7f,"A Live Music, Symphonic Anatolian Rock, Melodic Rock composition that conveys dark and aggressive through its high energy and powerful dynamics character."
00142b9d-43bd-4c67-84d3-22ed8d8340b4,"A Orchestral Epic, Melodic Progressive Metal, Spoken Word track featuring vigorous power with dark and aggressive, creating a powerful atmosphere."
001e6384-3c81-49ae-87e3-10ce783d7e6e,"This Throat Singing, Metal, Mongolian piece exhibits strong intensity and dissonant harmonic content, evoking a dark and aggressive feeling."
0028d6c7-d703-4e01-a8fb-6bb1e34bd460,"A Afro-House, Deep House, Soulful House composition that conveys dark and aggressive through its intense energy character."
00385125-24fd-43da-87f0-9f51e775a775,"A Techno Bass, Bass Trap composition that conveys dynamic and neutral through its vigorous power character."
003d7ee1-ae38-4316-87a0-1870fc593c6c,"This piece exhibits vigorous power and unstable structure, evoking a dynamic and neutral feeling."
00475494-6cea-4aed-a4c7-43765561a812,"A track featuring intense energy with dark and aggressive, creating a forceful atmosphere."
0047cdda-d7fe-4b5c-b675-63f9caa1e7da,"This piece exhibits vigorous power and dissonant harmonic content, evoking a dynamic and neutral feeling."
004a9cd1-963b-41d3-886d-0587e681e74d,"A Aggressive Basstep track featuring high energy and powerful dynamics with dark and aggressive, creating a intense atmosphere."
0055f435-4b73-41ad-a251-407876a347d3,"This Electronic Vibrant piece exhibits strong intensity and complex tonality, evoking a dark and aggressive feeling."
0057fd8e-a164-41ce-bfaf-972bf7934cc9,"This Sultry Kawaii Breathy, Urban Groove, Upbeat Dnb Mix piece exhibits intense energy and complex tonality, evoking a dark and aggressive feeling."
00629d8c-58c3-4de1-bba6-0771965624f2,"This Corporate Music, Video Background, Modern song is characterized by moderate energy. The cheerful and gentle quality creates a warm experience."
006c6c59-655a-4c49-9bd4-5f6e7db78b87,"This Freestyle Rap, Hip-Hop, Electronic song is characterized by balanced dynamics. The cheerful and gentle quality creates a pleasant experience."
007239a9-7b14-48fc-bf8a-2215f3bd1f1d,"This Turkish Art Music, Baglama Faster Drums, Rhythm Drums piece exhibits intense energy and high tension, evoking a dynamic and neutral feeling."
00735a55-847a-4288-a3e2-31591535b562,"A Dream House, Belting, Female Vocal composition that conveys dynamic and neutral through its strong intensity character."
007bb655-01a2-47e8-b985-1ca8292b2528,"A track featuring moderate energy with calm and pleasant, creating a tranquil atmosphere."
00850ea4-274c-4450-af9f-ae917bcbf155,"This Hard Rock piece exhibits intense energy and dissonant harmonic content, evoking a dark and aggressive feeling."
008fda96-5b7c-4cba-b723-9e9f630d8d5c,"A Industrial Metal, Subbass composition that conveys dark and aggressive through its strong intensity character."
009ba5f4-96eb-4ddb-a0d0-6c9d27317f1f,"A Video Game Chiptunes, Electronica, Hip Hop track featuring intense energy with dark and aggressive, creating a commanding atmosphere."
009cd99f-acb8-4851-b68b-23c24170578f,"A Funeral-Dark-Doom Metal track featuring vigorous power with dark and aggressive, creating a forceful atmosphere."
009d1a98-413e-47c4-9f92-af2ca47d98f0,"A Anime, Shakuhachi, Dembow track featuring strong intensity with dynamic and neutral, creating a versatile atmosphere."
00abf04f-9388-4012-b8ff-b60c4331d4e3,This Action song is characterized by balanced dynamics. The ambient and atmospheric quality creates a spacious experience.
00b5b03b-d5b8-4635-b855-6f570f0631a6,"This piece exhibits vigorous power and complex tonality, evoking a dynamic and neutral feeling."
00c7c00b-3f48-42d0-a468-da9ee5612084,"This Dubstep, Dark Electronic, Sub Bass piece exhibits high energy and powerful dynamics and complex tonality, evoking a dark and aggressive feeling."
00cfcd3e-0795-4a47-96f4-8af98f97d497,"This piece exhibits high energy and powerful dynamics and high tension, evoking a dynamic and neutral feeling."
00d25eda-e20d-413c-9672-af040dd17a72,"A track featuring vigorous power with dynamic and neutral, creating a balanced atmosphere."
00d8f059-1acc-484a-9384-86f68d1841d7,"This Flamenco piece exhibits intense energy and complex tonality, evoking a dynamic and neutral feeling."
00dcb7fa-0024-49dd-b23d-684f7dba683f,"A Ethereal, Dubstep, Demon Bass composition that conveys subdued and introspective through its balanced dynamics character."
00f51122-2889-4d9e-8b93-09bb2af7c1ab,"This Male Voice, Calypso song is characterized by high energy and powerful dynamics. The dark and aggressive quality creates a commanding experience."
00f80c59-435c-4508-ac88-6baacd79a5b6,"This Deep Baritone Voice, Spoken Storytelling, South American Vocal song is characterized by high energy and powerful dynamics. The dynamic and neutral quality creates a balanced experience."
01010231-df82-45a1-8d9e-a7e72d5dbf4b,"This Pop piece exhibits high energy and powerful dynamics and dissonant harmonic content, evoking a dynamic and neutral feeling."
010e562d-9e1e-45e4-81a9-c0824af16262,"A Male Vocals, Synthwave, Darkwave track featuring balanced dynamics with ambient and atmospheric, creating a ethereal atmosphere."
0114c510-df18-4519-b13c-31cad3bcda40,"A track featuring moderate energy with calm and pleasant, creating a peaceful atmosphere."
011f7c1a-67e5-4852-9821-2d4704e67d07,"A Reggaeton, Trap composition that conveys uplifting and energetic through its high energy and powerful dynamics character."
01300310-d046-4e45-81e2-66ccc5583aae,"This Hyperpop, Drag, Iconic piece exhibits strong intensity and high tension, evoking a dark and aggressive feeling."
0134d3e8-c335-47f6-9b4f-588c6c65de7d,"A Power, Power Heavy Metal, Male Vocal track featuring intense energy with dark and aggressive, creating a commanding atmosphere."
0135f92a-d196-4c41-b0ef-87fbc92db396,"This piece exhibits intense energy and high tension, evoking a dark and aggressive feeling."
01485feb-044e-4d2f-ba93-fcf58dbd3ba7,"This Pop, Candy Pop piece exhibits intense energy and complex tonality, evoking a dynamic and neutral feeling."
014e6138-9543-46dd-b517-1be465017a7c,"A track featuring strong intensity with dynamic and neutral, creating a multifaceted atmosphere."
015fe6e9-e370-4484-842e-f076ea584af2,"This Pop, Rap song is characterized by high energy and powerful dynamics. The dynamic and neutral quality creates a balanced experience."
016541f4-3fb5-4e2a-952e-7ccd0d4a88d1,A Accordion Tango composition that conveys uplifting and energetic through its strong intensity character.
0167377e-e798-4609-8a95-2f32a6fffef8,This Pop R&B song is characterized by intense energy. The dynamic and neutral quality creates a versatile experience.
017774e4-cd11-4484-869f-d466f862f649,"This Electro, Rock, Psychedelic piece exhibits high energy and powerful dynamics and unstable structure, evoking a dynamic and neutral feeling."
017825e5-6cdd-454b-ad63-d93c2c35009f,"A Symphonic Metal, Female Voice composition that conveys dark and aggressive through its high energy and powerful dynamics character."
0186a566-ad9c-468a-829d-33e0814c3137,"This Child Music, Happy song is characterized by vigorous power. The uplifting and energetic quality creates a exhilarating experience."
01a21184-d65c-4e35-8b71-65d8a1b04179,"This Rock piece exhibits high energy and powerful dynamics and complex tonality, evoking a dark and aggressive feeling."
01a2fd01-9da3-4f72-876c-fd88302c6df2,"This Alt Rock, Male Voice song is characterized by strong intensity. The dynamic and neutral quality creates a adaptive experience."
01a342de-b499-4fe4-9e7d-4060a511bda4,"This piece exhibits strong intensity and complex tonality, evoking a dynamic and neutral feeling."
01a8f03c-9147-47bd-a4fd-9d4a42470051,"A Female Electric Guitar track featuring vigorous power with dynamic and neutral, creating a versatile atmosphere."
01b19a53-8215-47bd-8abd-e27070663dae,"This Fabloo, Lo-Fi, Vaporwave piece exhibits vigorous power and moderate tension, evoking a uplifting and energetic feeling."
01b3021f-ff4d-4224-b0e7-95c35ab156bb,"A Hot Jazz, Mathcore, Rap composition that conveys dynamic and neutral through its high energy and powerful dynamics character."
01b78e90-4ad0-4588-8520-0477c6db652b,"A Trance, Pop-Rock track featuring intense energy with dynamic and neutral, creating a versatile atmosphere."
01b7e37f-855a-4cef-919c-767415e2fd27,"A Mournful Music Begins, Punctuated By Harsh track featuring moderate energy with ambient and atmospheric, creating a immersive atmosphere."
01c3bd25-79ac-4d94-8b39-dd7bbabb2eae,"A Techno, Electro Industrial, Ambient composition that conveys ambient and atmospheric through its moderate energy character."
01d0ad1e-0f75-462c-9a1f-8d87fca21898,"A track featuring high energy and powerful dynamics with dynamic and neutral, creating a versatile atmosphere."
01d8ea5a-c2e9-4f96-98a3-81523a5000cf,"A Bluegrass, Fast Lyrics, Banjos track featuring measured power with ambient and atmospheric, creating a spacious atmosphere."
01da9836-2110-4a15-8224-de4449c192f5,"A Techno track featuring moderate energy with calm and pleasant, creating a tranquil atmosphere."
01dabf98-ee79-49ca-9e37-0a976de4a500,"This Haevy Drum, Folk song is characterized by high energy and powerful dynamics. The dynamic and neutral quality creates a versatile experience."
01e0a952-dfc9-481f-8525-64eea8bc673a,"This piece exhibits low energy and gentle dynamics and dissonant harmonic content, evoking a calm and pleasant feeling."
