track_id,caption
000ad05f-74ab-47b4-acad-6263ceb2ab2e,A slow track in A# minor.
0011803a-4c19-410d-973c-025278461698,This piece is in E major with a slow pace.
00132ad7-d582-4d41-a516-ef8bf4609a7f,"A slow Live Music, Symphonic Anatolian Rock, Melodic Rock song in C major."
00142b9d-43bd-4c67-84d3-22ed8d8340b4,"A medium-paced track in B minor. Genre: Orchestral Epic, Melodic Progressive Metal, Spoken Word."
001e6384-3c81-49ae-87e3-10ce783d7e6e,"This Throat Singing, Metal, Mongolian piece is in B minor with a fast-paced pace."
0028d6c7-d703-4e01-a8fb-6bb1e34bd460,"This Afro-House, Deep House, Soulful House piece is in B minor with a fast-paced pace."
00385125-24fd-43da-87f0-9f51e775a775,"A fast-paced track in D# minor. Genre: Techno Bass, Bass Trap."
003d7ee1-ae38-4316-87a0-1870fc593c6c,This piece is in D minor with a medium-paced pace.
00475494-6cea-4aed-a4c7-43765561a812,This piece is in F minor with a fast-paced pace.
0047cdda-d7fe-4b5c-b675-63f9caa1e7da,This piece is in D# major with a medium-paced pace.
004a9cd1-963b-41d3-886d-0587e681e74d,A fast-paced track in B minor. Genre: Aggressive Basstep.
0055f435-4b73-41ad-a251-407876a347d3,"Set in B minor, this fast-paced Electronic Vibrant composition."
0057fd8e-a164-41ce-bfaf-972bf7934cc9,"This Sultry Kawaii Breathy, Urban Groove, Upbeat Dnb Mix piece is in B minor with a medium-paced pace."
00629d8c-58c3-4de1-bba6-0771965624f2,"Set in C major, this medium-paced Corporate Music, Video Background, Modern composition."
006c6c59-655a-4c49-9bd4-5f6e7db78b87,"This Freestyle Rap, Hip-Hop, Electronic piece is in E major with a medium-paced pace."
007239a9-7b14-48fc-bf8a-2215f3bd1f1d,"A fast-paced Turkish Art Music, Baglama Faster Drums, Rhythm Drums song in G minor."
00735a55-847a-4288-a3e2-31591535b562,"A fast-paced track in C major. Genre: Dream House, Belting, Female Vocal."
007bb655-01a2-47e8-b985-1ca8292b2528,A medium-paced track in E major.
00850ea4-274c-4450-af9f-ae917bcbf155,A slow track in B minor. Genre: Hard Rock.
008fda96-5b7c-4cba-b723-9e9f630d8d5c,"This Industrial Metal, Subbass piece is in F major with a fast-paced pace."
009ba5f4-96eb-4ddb-a0d0-6c9d27317f1f,"A fast-paced Video Game Chiptunes, Electronica, Hip Hop song in G minor."
009cd99f-acb8-4851-b68b-23c24170578f,"Set in B minor, this medium-paced Funeral-Dark-Doom Metal composition."
009d1a98-413e-47c4-9f92-af2ca47d98f0,"Set in A major, this medium-paced Anime, Shakuhachi, Dembow composition."
00abf04f-9388-4012-b8ff-b60c4331d4e3,A medium-paced Action song in F major.
00b5b03b-d5b8-4635-b855-6f570f0631a6,A fast-paced track in C minor.
00c7c00b-3f48-42d0-a468-da9ee5612084,"A slow track in B major. Genre: Dubstep, Dark Electronic, Sub Bass."
00cfcd3e-0795-4a47-96f4-8af98f97d497,A fast-paced track in C minor.
00d25eda-e20d-413c-9672-af040dd17a72,This piece is in F major with a fast-paced pace.
00d8f059-1acc-484a-9384-86f68d1841d7,"Set in A# major, this medium-paced Flamenco composition."
00dcb7fa-0024-49dd-b23d-684f7dba683f,"This Ethereal, Dubstep, Demon Bass piece is in F major with a fast-paced pace."
00f51122-2889-4d9e-8b93-09bb2af7c1ab,"A fast-paced track in E major. Genre: Male Voice, Calypso."
00f80c59-435c-4508-ac88-6baacd79a5b6,"Set in F# minor, this fast-paced Deep Baritone Voice, Spoken Storytelling, South American Vocal composition."
01010231-df82-45a1-8d9e-a7e72d5dbf4b,A medium-paced Pop song in F# minor.
010e562d-9e1e-45e4-81a9-c0824af16262,"A medium-paced Male Vocals, Synthwave, Darkwave song in F major."
0114c510-df18-4519-b13c-31cad3bcda40,This piece is in E major with a fast-paced pace.
