track_id,caption
000ad05f-74ab-47b4-acad-6263ceb2ab2e,"Set in A# minor, this piece has a slow pace."
0011803a-4c19-410d-973c-025278461698,The piece is in E major and has a slow pace.
00132ad7-d582-4d41-a516-ef8bf4609a7f,"This piece is in C major, has a slow pace, and is described as Live Music, Symphonic Anatolian Rock, and Melodic Rock."
00142b9d-43bd-4c67-84d3-22ed8d8340b4,"This piece is described as Orchestral Epic, Melodic Progressive Metal, and Spoken Word and is set in B minor with a medium pace."
001e6384-3c81-49ae-87e3-10ce783d7e6e,"This piece is in B minor, has a fast pace, and is described as Throat Singing, Metal, and Mongolian."
0028d6c7-d703-4e01-a8fb-6bb1e34bd460,"This is a Afro-House, Deep House, and Soulful House piece set in B minor with a fast pace."
00385125-24fd-43da-87f0-9f51e775a775,This Techno Bass and Bass Trap piece is in D# minor and has a fast pace.
003d7ee1-ae38-4316-87a0-1870fc593c6c,"This piece, set in D minor, has a medium pace."
00475494-6cea-4aed-a4c7-43765561a812,This piece is in F minor and has a fast pace.
0047cdda-d7fe-4b5c-b675-63f9caa1e7da,"This piece, set in D# major, has a medium pace."
004a9cd1-963b-41d3-886d-0587e681e74d,"This piece, set in B minor, has a fast pace and is described as Aggressive Basstep."
0055f435-4b73-41ad-a251-407876a347d3,"This piece has a fast pace, is in B minor, and is described as Electronic Vibrant."
0057fd8e-a164-41ce-bfaf-972bf7934cc9,"This piece, set in B minor, has a medium pace and is described as Sultry Kawaii Breathy, Urban Groove, and Upbeat Dnb Mix."
00629d8c-58c3-4de1-bba6-0771965624f2,"This piece is in C major, has a medium pace, and is described as Corporate Music, Video Background, and Modern."
006c6c59-655a-4c49-9bd4-5f6e7db78b87,"Set in E major, this piece has a medium pace and is described as Freestyle Rap, Hip-Hop, and Electronic."
007239a9-7b14-48fc-bf8a-2215f3bd1f1d,"In G minor, this piece has a fast pace and is described as Turkish Art Music, Baglama Faster Drums, and Rhythm Drums."
00735a55-847a-4288-a3e2-31591535b562,"The piece is in C major, has a fast pace, and is described as Dream House, Belting, and Female Vocal."
007bb655-01a2-47e8-b985-1ca8292b2528,This piece has a medium pace and is in E major.
00850ea4-274c-4450-af9f-ae917bcbf155,"This is a piece in B minor with a slow pace, described as Hard Rock."
008fda96-5b7c-4cba-b723-9e9f630d8d5c,"This piece has a fast pace, is in F major, and is described as Industrial Metal and Subbass."
009ba5f4-96eb-4ddb-a0d0-6c9d27317f1f,"This piece has a fast pace, is in G minor, and is described as Video Game Chiptunes, Electronica, and Hip Hop."
009cd99f-acb8-4851-b68b-23c24170578f,"This piece has a medium pace, is in B minor, and is described as Funeral-Dark-Doom Metal."
009d1a98-413e-47c4-9f92-af2ca47d98f0,"In A major, this piece has a medium pace and is described as Anime, Shakuhachi, and Dembow."
00abf04f-9388-4012-b8ff-b60c4331d4e3,This is a Action piece in F major with a medium pace.
00b5b03b-d5b8-4635-b855-6f570f0631a6,"Set in C minor, this piece has a fast pace."
00c7c00b-3f48-42d0-a468-da9ee5612084,"Set in B major, this piece has a slow pace and is described as Dubstep, Dark Electronic, and Sub Bass."
00cfcd3e-0795-4a47-96f4-8af98f97d497,"Set in C minor, this piece has a fast pace."
00d25eda-e20d-413c-9672-af040dd17a72,This piece has a fast pace and is in F major.
00d8f059-1acc-484a-9384-86f68d1841d7,This piece is described as Flamenco and is set in A# major with a medium pace.
00dcb7fa-0024-49dd-b23d-684f7dba683f,"This is a Ethereal, Dubstep, and Demon Bass piece in F major with a fast pace."
00f51122-2889-4d9e-8b93-09bb2af7c1ab,This Male Voice and Calypso piece is in E major and has a fast pace.
00f80c59-435c-4508-ac88-6baacd79a5b6,"This Deep Baritone Voice, Spoken Storytelling, and South American Vocal piece is in F# minor and has a fast pace."
01010231-df82-45a1-8d9e-a7e72d5dbf4b,"The piece is described as Pop, is in F# minor, and has a medium pace."
010e562d-9e1e-45e4-81a9-c0824af16262,"This piece is in F major, has a medium pace, and is described as Male Vocals, Synthwave, and Darkwave."
0114c510-df18-4519-b13c-31cad3bcda40,This is a E major piece with a fast pace.
011f7c1a-67e5-4852-9821-2d4704e67d07,This piece is described as Reggaeton and Trap and is set in D major with a medium pace.
01300310-d046-4e45-81e2-66ccc5583aae,"This Hyperpop, Drag, and Iconic piece is in B minor and has a fast pace."
0134d3e8-c335-47f6-9b4f-588c6c65de7d,"This is a Power, Power Heavy Metal, and Male Vocal piece in D minor with a fast pace."
0135f92a-d196-4c41-b0ef-87fbc92db396,The piece is in D# major and has a fast pace.
01485feb-044e-4d2f-ba93-fcf58dbd3ba7,This is a Pop and Candy Pop piece in G# major with a very fast pace.
014e6138-9543-46dd-b517-1be465017a7c,"This piece, set in D# major, has a fast pace."
015fe6e9-e370-4484-842e-f076ea584af2,This piece is described as Pop and Rap and is set in G# major with a very fast pace.
016541f4-3fb5-4e2a-952e-7ccd0d4a88d1,"In D minor, this piece has a medium pace and is described as Accordion Tango."
0167377e-e798-4609-8a95-2f32a6fffef8,"Set in G# major, this piece has a fast pace and is described as Pop R&B."
017774e4-cd11-4484-869f-d466f862f649,"This piece has a medium pace, is in D# major, and is described as Electro, Rock, and Psychedelic."
017825e5-6cdd-454b-ad63-d93c2c35009f,This Symphonic Metal and Female Voice piece is in E major and has a medium pace.
0186a566-ad9c-468a-829d-33e0814c3137,This Child Music and Happy piece is in E major and has a fast pace.
01a21184-d65c-4e35-8b71-65d8a1b04179,"This is a piece in G# major with a fast pace, described as Rock."
01a2fd01-9da3-4f72-876c-fd88302c6df2,"Set in A major, this piece has a fast pace and is described as Alt Rock and Male Voice."
01a342de-b499-4fe4-9e7d-4060a511bda4,This is a A# major piece with a fast pace.
01a8f03c-9147-47bd-a4fd-9d4a42470051,This Female Electric Guitar piece is in E major and has a medium pace.
01b19a53-8215-47bd-8abd-e27070663dae,"This piece, set in C minor, has a fast pace and is described as Fabloo, Lo-Fi, and Vaporwave."
01b3021f-ff4d-4224-b0e7-95c35ab156bb,"This piece is described as Hot Jazz, Mathcore, and Rap and is set in A# minor with a medium pace."
01b78e90-4ad0-4588-8520-0477c6db652b,"Set in B minor, this piece has a medium pace and is described as Trance and Pop-Rock."
01b7e37f-855a-4cef-919c-767415e2fd27,"Set in F# major, this piece has a fast pace and is described as Mournful Music Begins and Punctuated By Harsh."
01c3bd25-79ac-4d94-8b39-dd7bbabb2eae,"This piece, set in G minor, has a fast pace and is described as Techno, Electro Industrial, and Ambient."
01d0ad1e-0f75-462c-9a1f-8d87fca21898,"This piece, set in G minor, has a fast pace."
01d8ea5a-c2e9-4f96-98a3-81523a5000cf,"This piece is described as Bluegrass, Fast Lyrics, and Banjos and is set in G# major with a fast pace."
01da9836-2110-4a15-8224-de4449c192f5,"Set in C major, this piece has a medium pace and is described as Techno."
01dabf98-ee79-49ca-9e37-0a976de4a500,This piece is described as Haevy Drum and Folk and is set in D minor with a slow pace.
01e0a952-dfc9-481f-8525-64eea8bc673a,This piece has a fast pace and is in F major.
01eee3c9-0978-4d8a-8cd0-e405304dbb36,"The piece is in E major, has a medium pace, and is described as Sweet Female Vocal, Group Chorus, and Very Slow Music."
