track_id,caption
000ad05f-74ab-47b4-acad-6263ceb2ab2e,"This piece leans on high energy, powerful dynamics, and unstable structure, which gives it a dynamic and neutral feel."
0011803a-4c19-410d-973c-025278461698,This track creates a commanding atmosphere by blending strong intensity with dark and aggressive.
00132ad7-d582-4d41-a516-ef8bf4609a7f,"The high energy and powerful dynamics character of this live Music, Symphonic Anatolian Rock, Melodic Rock composition gives it a sense of dark and aggressive."
00142b9d-43bd-4c67-84d3-22ed8d8340b4,"In this orchestral Epic, Melodic Progressive Metal, Spoken Word track, vigorous power meets dark and aggressive for a powerful atmosphere."
001e6384-3c81-49ae-87e3-10ce783d7e6e,"In this throat Singing, Metal, Mongolian piece, strong intensity and dissonant harmonic content come together for a dark and aggressive feel."
0028d6c7-d703-4e01-a8fb-6bb1e34bd460,"Through its intense energy character, this afro-House, Deep House, Soulful House composition conveys dark and aggressive."
00385125-24fd-43da-87f0-9f51e775a775,"This techno Bass, Bass Trap composition has a vigorous power character that conveys dynamic and neutral."
003d7ee1-ae38-4316-87a0-1870fc593c6c,"In this piece, vigorous power and unstable structure come together for a dynamic and neutral feel."
00475494-6cea-4aed-a4c7-43765561a812,The combination of intense energy and dark and aggressive gives this track a forceful atmosphere.
0047cdda-d7fe-4b5c-b675-63f9caa1e7da,"This piece leans on vigorous power and dissonant harmonic content, which gives it a dynamic and neutral feel."
004a9cd1-963b-41d3-886d-0587e681e74d,"In this aggressive Basstep track, high energy and powerful dynamics meets dark and aggressive for a intense atmosphere."
0055f435-4b73-41ad-a251-407876a347d3,This electronic Vibrant piece has a dark and aggressive feel built around strong intensity and complex tonality.
0057fd8e-a164-41ce-bfaf-972bf7934cc9,"This sultry Kawaii Breathy, Urban Groove, Upbeat Dnb Mix piece has a dark and aggressive feel built around intense energy and complex tonality."
00629d8c-58c3-4de1-bba6-0771965624f2,"Moderate energy defines this corporate Music, Video Background, Modern song, while its cheerful and gentle quality gives it a warm feel."
006c6c59-655a-4c49-9bd4-5f6e7db78b87,"Balanced dynamics defines this freestyle Rap, Hip-Hop, Electronic song, while its cheerful and gentle quality gives it a pleasant feel."
007239a9-7b14-48fc-bf8a-2215f3bd1f1d,"In this turkish Art Music, Baglama Faster Drums, Rhythm Drums piece, intense energy and high tension come together for a dynamic and neutral feel."
00735a55-847a-4288-a3e2-31591535b562,"This dream House, Belting, Female Vocal composition conveys dynamic and neutral through its strong intensity character."
007bb655-01a2-47e8-b985-1ca8292b2528,Moderate energy and calm and pleasant give this track a tranquil atmosphere.
00850ea4-274c-4450-af9f-ae917bcbf155,"This hard Rock piece carries a dark and aggressive feel, with intense energy and dissonant harmonic content standing out."
008fda96-5b7c-4cba-b723-9e9f630d8d5c,"The strong intensity character of this industrial Metal, Subbass composition gives it a sense of dark and aggressive."
009ba5f4-96eb-4ddb-a0d0-6c9d27317f1f,"Intense energy and dark and aggressive give this video Game Chiptunes, Electronica, Hip Hop track a commanding atmosphere."
009cd99f-acb8-4851-b68b-23c24170578f,The mix of vigorous power and dark and aggressive gives this funeral-Dark-Doom Metal track a forceful atmosphere.
009d1a98-413e-47c4-9f92-af2ca47d98f0,"A versatile atmosphere emerges in this anime, Shakuhachi, Dembow track through strong intensity and dynamic and neutral."
00abf04f-9388-4012-b8ff-b60c4331d4e3,"This action song is marked by balanced dynamics, giving it an ambient and atmospheric quality and a spacious feel."
00b5b03b-d5b8-4635-b855-6f570f0631a6,"This piece carries a dynamic and neutral feel, with vigorous power and complex tonality standing out."
00c7c00b-3f48-42d0-a468-da9ee5612084,"A dark and aggressive feel comes through in this dubstep, Dark Electronic, Sub Bass piece, shaped by high energy, powerful dynamics, and complex tonality."
00cfcd3e-0795-4a47-96f4-8af98f97d497,"This piece has a dynamic and neutral feel built around high energy, powerful dynamics, and high tension."
00d25eda-e20d-413c-9672-af040dd17a72,This track creates a balanced atmosphere by blending vigorous power with dynamic and neutral.
00d8f059-1acc-484a-9384-86f68d1841d7,"A dynamic and neutral feel comes through in this flamenco piece, shaped by intense energy and complex tonality."
00dcb7fa-0024-49dd-b23d-684f7dba683f,"Through its balanced dynamics character, this ethereal, Dubstep, Demon Bass composition conveys subdued and introspective."
00f51122-2889-4d9e-8b93-09bb2af7c1ab,"This male Voice, Calypso song leans into high energy and powerful dynamics, with a dark and aggressive quality that creates a commanding feel."
00f80c59-435c-4508-ac88-6baacd79a5b6,"This deep Baritone Voice, Spoken Storytelling, South American Vocal song has high energy and powerful dynamics, and that dynamic and neutral quality gives it a balanced feel."
01010231-df82-45a1-8d9e-a7e72d5dbf4b,"High energy, powerful dynamics, and dissonant harmonic content give this pop piece a dynamic and neutral feel."
010e562d-9e1e-45e4-81a9-c0824af16262,"This male Vocals, Synthwave, Darkwave track has an ethereal atmosphere, shaped by balanced dynamics and ambient and atmospheric."
0114c510-df18-4519-b13c-31cad3bcda40,"In this track, moderate energy and calm and pleasant come together to create a peaceful atmosphere."
011f7c1a-67e5-4852-9821-2d4704e67d07,"This reggaeton, Trap composition conveys uplifting and energetic through its high energy and powerful dynamics character."
01300310-d046-4e45-81e2-66ccc5583aae,"In this hyperpop, Drag, Iconic piece, strong intensity and high tension come together for a dark and aggressive feel."
0134d3e8-c335-47f6-9b4f-588c6c65de7d,"This power, Power Heavy Metal, Male Vocal track has a commanding atmosphere, shaped by intense energy and dark and aggressive."
0135f92a-d196-4c41-b0ef-87fbc92db396,"With intense energy and high tension, this piece has a dark and aggressive feel."
01485feb-044e-4d2f-ba93-fcf58dbd3ba7,"This pop, Candy Pop piece leans on intense energy and complex tonality, which gives it a dynamic and neutral feel."
014e6138-9543-46dd-b517-1be465017a7c,The combination of strong intensity and dynamic and neutral gives this track a multifaceted atmosphere.
015fe6e9-e370-4484-842e-f076ea584af2,"High energy and powerful dynamics defines this pop, Rap song, while its dynamic and neutral quality gives it a balanced feel."
016541f4-3fb5-4e2a-952e-7ccd0d4a88d1,"A sense of uplifting and energetic comes through in this accordion Tango composition, thanks to its strong intensity character."
0167377e-e798-4609-8a95-2f32a6fffef8,"With intense energy at the forefront, this pop R&B song takes on a dynamic and neutral quality and a versatile feel."
017774e4-cd11-4484-869f-d466f862f649,"With high energy, powerful dynamics, and unstable structure, this electro, Rock, Psychedelic piece has a dynamic and neutral feel."
017825e5-6cdd-454b-ad63-d93c2c35009f,"Dark and aggressive comes across clearly in this symphonic Metal, Female Voice composition through its high energy and powerful dynamics character."
0186a566-ad9c-468a-829d-33e0814c3137,"Driven by vigorous power, this child Music, Happy song carries an uplifting and energetic quality and a exhilarating feel."
01a21184-d65c-4e35-8b71-65d8a1b04179,"High energy, powerful dynamics, and complex tonality give this rock piece a dark and aggressive feel."
01a2fd01-9da3-4f72-876c-fd88302c6df2,"This alt Rock, Male Voice song leans into strong intensity, with a dynamic and neutral quality that creates a adaptive feel."
01a342de-b499-4fe4-9e7d-4060a511bda4,"This piece leans on strong intensity and complex tonality, which gives it a dynamic and neutral feel."
01a8f03c-9147-47bd-a4fd-9d4a42470051,A versatile atmosphere emerges in this female Electric Guitar track through vigorous power and dynamic and neutral.
01b19a53-8215-47bd-8abd-e27070663dae,"In this fabloo, Lo-Fi, Vaporwave piece, vigorous power and moderate tension come together for an uplifting and energetic feel."
01b3021f-ff4d-4224-b0e7-95c35ab156bb,"With its high energy and powerful dynamics character, this hot Jazz, Mathcore, Rap composition conveys dynamic and neutral."
01b78e90-4ad0-4588-8520-0477c6db652b,"This trance, Pop-Rock track has a versatile atmosphere, shaped by intense energy and dynamic and neutral."
01b7e37f-855a-4cef-919c-767415e2fd27,"This mournful Music Begins, Punctuated By Harsh track has an immersive atmosphere, shaped by moderate energy and ambient and atmospheric."
01c3bd25-79ac-4d94-8b39-dd7bbabb2eae,"Through its moderate energy character, this techno, Electro Industrial, Ambient composition conveys ambient and atmospheric."
01d0ad1e-0f75-462c-9a1f-8d87fca21898,"With high energy and powerful dynamics and dynamic and neutral, this track creates a versatile atmosphere."
01d8ea5a-c2e9-4f96-98a3-81523a5000cf,"The mix of measured power and ambient and atmospheric gives this bluegrass, Fast Lyrics, Banjos track a spacious atmosphere."
01da9836-2110-4a15-8224-de4449c192f5,"With moderate energy and calm and pleasant, this techno track creates a tranquil atmosphere."
