track_id,caption
00289f72-fbb5-49fb-9e6e-d062b5eecae7,This is a Orchestral Alternative Uplifting piece in F# minor with a medium pace.
003d0ee0-728d-42a5-9b90-ddfacb4e2817,"Set in A# minor, this piece has a medium pace and is described as Pop."
0071c830-64a6-4254-be3a-1cfd0611948d,"In A# minor, this piece has a medium pace and is described as Pop."
00ab8ae8-04c7-4bb0-afcd-03c76096c5df,This piece is in E major and has a slow pace.
00d81f29-74e0-4a2b-a03c-7cba1dc36ae4,"This piece is in G# minor, has a medium pace, and is described as Andy Winehouse, True King Bass, and Tragic Magic Cello."
010d2929-8745-4bf9-8d17-e6c32e190e53,"In E major, this piece has a fast pace and is described as Male Vocal and Hip Hop Techno."
0146e85d-d3dc-4804-8ae2-47fdbf297a1f,This is a Pop-Rock piece in D# major with a medium pace.
01655156-ad80-4662-b8aa-a008c6ee0dd5,"This piece, in E major, has a fast pace."
02352df2-76ad-4e9c-b289-d1c5e3ddd408,"In G# major, this piece has a medium pace and is described as Emotional, Electric, and Alternative Rock."
025cb6c3-6d26-4304-9005-0d36e248c9a1,"In D# major, this piece has a medium pace and is described as Female Vocals, Pop, and Rock."
029faa4b-4007-42d7-84dc-23bc23a36094,This is a City-Pop and Pop piece in C minor with a medium pace.
02e9e85a-c066-4b39-a0d8-1ed40a4d47e7,"This Jazz, R&B, and Clapping piece is in G major and has a fast pace."
03354439-084c-4793-a44d-ed929caa8b40,"The piece is in G major, has a medium pace, and is described as Rock."
03dc40ef-e9cc-4003-8fd0-1743c2f8956d,This is a piece in D# major with a fast pace.
03f7caf5-daa6-49ea-8160-f3bd53de6572,"The piece is in G minor, has a medium pace, and is described as Powerful Electric Rock."
0421b0dd-6c18-47b6-8690-b04cfd77b8f1,"This Vulnerable Female Vocals, Honest, and Breathless piece is in D major and has a medium pace."
04a59171-94e9-4ee2-8781-c8ad67156d87,"This is a Hip-Hop, Latin Percussion, and Mariachi Trumpets piece in F major with a medium pace."
04f53d30-d1a2-4b29-b938-a1b0aad7483c,"This piece, in D minor, has a medium pace."
051db367-c03c-4bbc-8825-e183eed27f7a,"Set in C minor, this piece has a medium pace and is described as Gritty Intricate Gangsta."
058c6f20-ffb3-4b78-ac6c-48c4a01c49bb,This piece is in E minor and has a slow pace.
05c34738-9776-44fa-ac31-eef1faa0f282,"This piece, in B minor, has a fast pace."
05fcc7c7-7161-4dd6-99ab-5c448ef4bcba,"The piece is in G# major, has a medium pace, and is described as Pop Playful."
06fc804d-207a-4567-a6e3-139540cbc3e3,"This Cosmic, Warrior Chants, and Gothic piece is in B minor and has a medium pace."
07e75e38-76cc-4287-b0cc-2970188c419d,"In B minor, this piece has a medium pace and is described as Mandelão Baile Funk."
07f07132-326a-4d39-8139-ea643ef566ac,"The piece is in D minor, has a medium pace, and is described as Folksy Lullaby, Whimsical & Cozy, and Soft Acoustic Guitar."
07f74a3d-8f3e-4a7e-9f99-be4f7dd19edf,This is a piece in B minor with a slow pace.
08525ffb-8951-4e0d-8331-2d7e418da5f7,"In F major, this piece has a medium pace and is described as Electronic Cyberpunk Edgy."
087b5155-0fd5-4620-a392-5101e7d88a5b,"In B minor, this piece has a slow pace and is described as Drum, Chanting, and Australian Music Style."
089865b0-8886-4fa3-b778-45ca1e2aa0be,"This piece is described as House, Sampled, and Immersive and is set in F minor with a fast pace."
09a9c417-9d55-47f5-95b1-fb0d120d0b56,"This piece, in B minor, has a fast pace."
0a01f369-1f64-4de8-9097-cb9ac42583a4,"This piece, in C minor, has a fast pace."
